ID;Name;MW;H_Donors;H_Acceptors;LogP;TPSA;Heavy_Atoms;Lipinski;SMILES
DB06774;Capsaicin;305.4119;2.0;3.0;3.7896000000000027;58.56;22.0;1;COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
DB06775;Carglumic acid;190.154;4.0;3.0;-1.0273000000000003;129.72000000000003;13.0;1;NC(=O)N[C@@H](CCC(O)=O)C(O)=O
DB06777;Chenodeoxycholic acid;392.572;3.0;3.0;4.4779000000000035;77.75999999999999;28.0;1;[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
DB06778;Cupric sulfate;159.609;0.0;4.0;-1.3405;80.25999999999999;6.0;1;[Cu++].[O-]S([O-])(=O)=O
DB06780;Desoxycorticosterone acetate;372.505;0.0;4.0;4.266700000000004;60.440000000000005;27.0;1;[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB06781;Difluprednate;508.5515;1.0;7.0;3.5195000000000025;106.97000000000003;36.0;0;[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB06782;Dimercaprol;124.225;3.0;3.0;0.20690000000000003;20.23;6.0;1;OCC(S)CS
DB06783;Prussian blue;859.239;0.0;18.0;0.28454;428.2200000000001;43.0;0;[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N
DB06784;Gallium citrate Ga-67;256.0279;1.0;7.0;-5.633399999999998;140.62;14.0;1;[67Ga+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
DB06785;Ganirelix;1570.35;16.0;16.0;2.272699999999999;451.48999999999984;112.0;0;CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
DB06786;Halcinonide;454.96;1.0;5.0;3.889300000000003;72.83000000000001;31.0;1;[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB06787;Hexocyclium;317.496;1.0;2.0;2.8465000000000007;23.47;23.0;1;C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1
DB06788;Histrelin;1443.632;18.0;18.0;-0.6052300000000101;521.4599999999999;104.0;0;CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
DB06789;Hydroxyprogesterone caproate;428.6041;0.0;4.0;5.969600000000007;60.440000000000005;31.0;0;[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB06791;Lanreotide;1096.33;13.0;14.0;0.8216000000000097;355.07999999999987;77.0;0;[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]
DB06792;Lanthanum carbonate;457.835;0.0;9.0;-7.341000000000001;189.57;14.0;1;[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
DB06794;Lodoxamide;311.63;4.0;5.0;0.25787999999999967;156.59;21.0;1;OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N
DB06795;Mafenide;186.232;2.0;3.0;-0.20729999999999993;86.18;12.0;1;NCC1=CC=C(C=C1)S(N)(=O)=O
DB06796;Mangafodipir;691.382;6.0;14.0;-2.475259999999995;286.49999999999994;43.0;0;[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1
DB06797;Mebutamate;232.2768;2.0;4.0;1.2294000000000005;104.63999999999999;16.0;1;CCC(C)C(C)(COC(N)=O)COC(N)=O
DB06799;Methenamine;140.1863;0.0;4.0;-1.0197999999999992;12.96;10.0;1;C1N2CN3CN1CN(C2)C3
DB06800;Methylnaltrexone;356.441;2.0;4.0;1.6699999999999997;66.75999999999999;26.0;1;C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
DB06802;Nepafenac;254.2839;2.0;3.0;1.5276;86.18;19.0;1;NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N
DB06803;Niclosamide;327.12;2.0;4.0;3.8595000000000015;92.47;21.0;1;OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
DB06804;Nonoxynol-9;616.8235;1.0;10.0;4.483600000000006;103.30000000000003;43.0;0;CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
DB06807;Phenyl aminosalicylate;229.235;2.0;4.0;2.1936;72.55;17.0;1;NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1
DB06808;Piperacetazine;410.58;1.0;5.0;4.976400000000006;43.78;29.0;1;CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
DB06809;Plerixafor;502.782;6.0;8.0;0.4158000000000071;78.66;36.0;0;C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
DB06810;Plicamycin;1085.1454;11.0;24.0;-0.24927999999999162;358.20000000000005;76.0;0;CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O
DB06811;Polidocanol;582.8073;1.0;10.0;4.049000000000006;103.30000000000003;40.0;0;CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
DB06813;Pralatrexate;477.4726;5.0;9.0;0.9815999999999996;207.3;35.0;1;NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1
DB06814;Protokylol;331.368;4.0;6.0;2.0807;91.18;24.0;1;CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1
DB06815;Pyrithione;127.16;1.0;2.0;0.6087;26.939999999999998;8.0;1;[O-][N+]1=C(S)C=CC=C1
DB06816;Pyrvinium;382.53;0.0;2.0;5.308240000000005;12.05;29.0;0;CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2
DB06817;Raltegravir;444.4163;3.0;9.0;0.91152;152.24;32.0;1;CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1
DB06819;Phenylbutyric acid;164.2011;1.0;1.0;2.0939;37.3;12.0;1;OC(=O)CCCC1=CC=CC=C1
DB06820;Sulconazole;397.74;0.0;3.0;6.518000000000003;17.82;24.0;0;ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB06821;Sulfameter;280.3;2.0;6.0;0.8681999999999999;107.19999999999999;19.0;1;COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
DB06823;Tiopronin;163.19;3.0;3.0;-0.49450000000000044;66.4;10.0;1;CC(S)C(=O)NCC(O)=O
DB06824;Triethylenetetramine;146.2339;4.0;4.0;-1.916999999999998;76.1;10.0;1;NCCNCCNCCN
DB06825;Triptorelin;1311.473;18.0;15.0;-2.085130000000012;487.9199999999998;95.0;0;CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
DB06826;Unoprostone;382.541;3.0;4.0;4.255300000000004;94.83000000000001;27.0;1;CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DB06827;Viomycin;685.69;16.0;13.0;-8.673130000000013;390.35999999999984;48.0;0;[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O
DB07565;Chloramphenicol succinate;423.202;3.0;7.0;1.3247000000000002;156.07;27.0;1;O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O
DB07776;Flavone;222.2387;0.0;2.0;3.4600000000000017;30.21;17.0;1;O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1
DB08329;Sulthiame;290.359;1.0;4.0;0.26400000000000023;97.53999999999999;18.0;1;NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
DB08439;Parecoxib;370.422;1.0;5.0;3.531920000000002;89.27;26.0;1;CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
DB08604;Triclosan;289.542;1.0;2.0;5.144700000000002;29.46;17.0;0;OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1
DB08797;Salicylamide;137.136;2.0;2.0;0.49110000000000004;63.32000000000001;10.0;1;NC(=O)C1=CC=CC=C1O
DB08799;Antazoline;265.3529;1.0;3.0;2.6949000000000005;27.63;20.0;1;C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
DB08801;Dimetindene;292.418;0.0;2.0;4.146700000000004;16.130000000000003;22.0;1;CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
DB08804;Nandrolone decanoate;428.6472;0.0;3.0;7.180700000000009;43.370000000000005;31.0;0;[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB08809;Dichloroacetic acid;128.942;1.0;1.0;0.8747;37.3;6.0;1;OC(=O)C(Cl)Cl
DB08814;Triflusal;248.157;1.0;3.0;2.3289;63.6;17.0;1;CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O
DB08815;Lurasidone;492.676;0.0;6.0;4.255800000000003;56.75000000000001;35.0;1;[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
DB08816;Ticagrelor;522.568;4.0;11.0;2.013699999999999;138.44;36.0;0;CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
DB08818;Hyaluronic acid;776.6486;14.0;21.0;-9.276600000000013;399.71;53.0;0;CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O
DB08819;Tafluprost;452.5313;2.0;5.0;4.683000000000004;75.99000000000001;32.0;1;CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1
DB08820;Ivacaftor;392.4907;3.0;3.0;5.081000000000004;82.19;29.0;0;CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
DB08822;Azilsartan medoxomil;568.5336;1.0;11.0;4.705220000000004;155.58999999999997;42.0;0;CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
DB08823;Spinosad;1477.963;0.0;22.0;11.364899999999999;222.43999999999994;105.0;0;[H][C@]1(C[C@@]2([H])C=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC.[H][C@]1(C[C@@]2([H])C(C)=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC
DB08824;Ioflupane I-123;427.291;0.0;3.0;3.7603000000000026;29.54;23.0;1;[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF
DB08826;Deferiprone;139.1519;1.0;3.0;0.3993199999999999;42.230000000000004;10.0;1;CN1C=CC(=O)C(O)=C1C
DB08827;Lomitapide;693.7204;2.0;3.0;8.382100000000005;61.440000000000005;50.0;0;FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
DB08828;Vismodegib;421.297;1.0;4.0;4.711200000000003;76.13;27.0;1;CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1
DB08834;Tauroursodeoxycholic acid;499.71;4.0;5.0;3.3973000000000013;123.93;34.0;1;[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
DB08842;Acetylcarnitine;203.238;0.0;4.0;-1.2356999999999985;66.43;14.0;1;CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
DB08860;Pitavastatin;421.4608;3.0;4.0;4.518100000000004;90.65;31.0;1;O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O
DB08864;Rilpivirine;366.4185;2.0;6.0;4.989100000000003;97.42;28.0;1;CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
DB08865;Crizotinib;450.337;2.0;6.0;5.0377000000000045;77.99000000000001;30.0;0;[H][C@](C)(OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
DB08867;Ulipristal;433.592;1.0;4.0;4.972200000000005;57.61;32.0;1;CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
DB08868;Fingolimod;307.4708;3.0;3.0;3.204300000000001;66.48;22.0;1;CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
DB08871;Eribulin;729.908;2.0;12.0;3.438000000000005;146.39000000000001;52.0;0;[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@H]7O[C@@]8(C[C@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2
DB08872;Gabapentin enacarbil;329.393;2.0;5.0;2.6830000000000007;101.93;23.0;1;CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
DB08873;Boceprevir;519.6767;4.0;5.0;1.7112000000000012;150.7;37.0;0;[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C
DB08874;Fidaxomicin;1058.05;7.0;18.0;6.234400000000011;266.6599999999999;72.0;0;[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@H](C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O
DB08875;Cabozantinib;501.514;2.0;6.0;5.540800000000004;98.78;37.0;0;COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2
DB08877;Ruxolitinib;306.365;1.0;5.0;3.466380000000002;83.17999999999999;23.0;1;N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
DB08880;Teriflunomide;270.2073;2.0;3.0;2.99948;73.11999999999999;19.0;1;C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F
DB08881;Vemurafenib;489.922;2.0;4.0;5.544200000000004;91.92;33.0;0;CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1
DB08882;Linagliptin;472.5422;1.0;10.0;1.1474199999999997;116.85999999999999;35.0;1;CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
DB08883;Perampanel;349.393;0.0;4.0;4.438180000000003;58.68;27.0;1;O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1
DB08884;Gadoxetic acid;681.75;2.0;12.0;-4.6786999999999965;213.93999999999997;38.0;0;[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O
DB08887;Icosapent ethyl;330.5042;0.0;2.0;6.471200000000007;26.3;24.0;0;CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
DB08889;Carfilzomib;719.9099;4.0;8.0;2.583500000000007;158.47;52.0;0;CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
DB08890;Linaclotide;1526.736;19.0;26.0;-5.939200000000021;573.9099999999999;101.0;0;[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
DB08893;Mirabegron;396.506;4.0;6.0;2.7722000000000007;100.27;28.0;1;NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1
DB08895;Tofacitinib;312.3696;1.0;5.0;1.5447799999999998;88.91;23.0;1;C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N
DB08896;Regorafenib;482.815;3.0;4.0;5.688800000000002;92.35000000000001;33.0;0;CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
DB08897;Aclidinium;484.651;1.0;6.0;4.666800000000004;55.760000000000005;33.0;1;OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1
DB08899;Enzalutamide;464.436;1.0;4.0;3.992480000000003;76.44;32.0;1;CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F
DB08901;Ponatinib;532.5595;1.0;6.0;4.456020000000003;65.77;39.0;0;CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
DB08903;Bedaquiline;555.505;1.0;4.0;7.1305000000000085;45.59;37.0;0;COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
DB08905;Formestane;302.4079;1.0;3.0;3.973100000000003;54.37;22.0;1;[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
DB08906;Fluticasone furoate;538.576;1.0;7.0;4.9268000000000045;93.81;37.0;0;[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB08907;Canagliflozin;444.516;4.0;6.0;2.968320000000001;90.15;31.0;1;[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1
DB08908;Dimethyl fumarate;144.1253;0.0;4.0;-0.11140000000000017;52.60000000000001;10.0;1;[H]\C(=C(\[H])C(=O)OC)C(=O)OC
DB08909;Glycerol phenylbutyrate;530.6512;0.0;6.0;6.053300000000006;78.9;39.0;0;O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1
DB08910;Pomalidomide;273.2441;2.0;5.0;-0.3300000000000003;109.57;20.0;1;NC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
DB08911;Trametinib;615.3948;2.0;8.0;3.940120000000002;107.13;37.0;0;CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1
DB08912;Dabrafenib;519.562;2.0;7.0;5.364900000000004;110.85999999999999;35.0;0;CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1
DB08913;Radium Ra 223 dichloride;293.924;0.0;0.0;-5.992;0.0;3.0;1;[Cl-].[Cl-].[223Ra++]
DB08916;Afatinib;485.938;2.0;7.0;4.389900000000003;88.61000000000001;34.0;1;CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
DB08918;Levomilnacipran;246.348;1.0;2.0;1.7713999999999996;46.33;18.0;1;CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
DB08930;Dolutegravir;419.3788;2.0;6.0;1.3527999999999998;100.87;30.0;1;[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2
DB08931;Riociguat;422.4157;2.0;9.0;2.4426999999999994;138.07;31.0;1;COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2
DB08932;Macitentan;588.273;2.0;8.0;3.572700000000002;128.22000000000003;32.0;0;CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1
DB08933;Luliconazole;354.27;0.0;5.0;5.060880000000003;41.61;21.0;0;ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1
DB08934;Sofosbuvir;529.458;3.0;10.0;1.6565000000000003;158.17999999999995;36.0;0;CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1
DB08936;Chlorcyclizine;300.826;0.0;2.0;3.6768000000000027;6.48;21.0;1;CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB08938;Magaldrate;1115.3;0.0;39.0;-14.693499999999993;1122.0199999999995;57.0;0;O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
DB08941;Isoxsuprine;301.386;3.0;4.0;2.871200000000001;61.72;22.0;1;C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1
DB08942;Isoxicam;335.335;2.0;6.0;1.4824199999999998;112.74000000000001;23.0;1;CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB08943;Isoconazole;416.129;0.0;3.0;6.454800000000004;27.05;25.0;0;ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl
DB08944;Isoaminile;244.382;0.0;2.0;3.444180000000002;27.03;18.0;1;CC(C)[C@@](C[C@H](C)N(C)C)(C#N)C1=CC=CC=C1
